rank,won_mvp,player,season_start,age,pos,pos_number,tm,pts_won,pts_max,vote_share,all_star_votes,g,team_wins,overall_seed,preseason_odds_rank,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ws,ws_per_48,vorp,bpm,offensive_raptor,defensive_raptor
4,0,Tracy McGrady,2002,23,SG,2,ORL,427,1190,0.359,1316297,75,42,17,6,39.4,11.1,24.2,0.457,2.3,6,0.386,8.7,18.2,0.481,0.505,7.7,9.7,0.793,1.6,4.9,6.5,5.5,1.7,0.8,2.6,2.1,32.1,30.3,0.564,0.247,0.4,4.6,14.6,9.5,30,2.2,1.5,8.4,35.2,16.1,0.262,8.7,9.7,8.020701931,0.347800236
5,0,Shaquille O'Neal,2002,30,C,5,LAL,126,1190,0.106,1049081,67,50,6,1,37.8,10.4,18.1,0.574,0,0,0,10.4,18.1,0.574,0.574,6.7,10.8,0.622,3.9,7.2,11.1,3.1,0.6,2.4,2.9,3.4,27.5,29.5,0.602,0,0.599,11.4,21.6,16.5,16.2,0.8,4.5,11.4,30.2,13.2,0.25,5.3,6.3,4.953084438,0.484239515
6,0,Allen Iverson,2002,27,SG,2,PHI,83,1190,0.07,1155897,82,48,10,11,42.5,9.8,23.7,0.414,1,3.7,0.277,8.8,20,0.44,0.436,7,9,0.774,0.8,3.4,4.2,5.5,2.7,0.2,3.5,1.8,27.6,21.2,0.5,0.156,0.379,2.3,9.5,5.8,25.1,3.4,0.3,11.2,32.9,9.2,0.127,4.2,2.8,2.473674637,0.280695031
7,0,Dirk Nowitzki,2002,24,PF,4,DAL,43,1190,0.036,1079425,80,60,1,3,39,8.6,18.6,0.463,1.9,4.9,0.379,6.8,13.7,0.493,0.513,6,6.9,0.881,1,8.9,9.9,3,1.4,1,1.9,2.6,25.1,25.6,0.581,0.262,0.368,2.9,25.1,14,13.3,1.8,2,8.1,27.4,16.1,0.249,6.1,5.7,4.631648657,2.194584255
8,0,Ben Wallace,2002,28,C,5,DET,33,1190,0.028,1123090,73,50,5,11,39.4,2.9,6,0.481,0,0.1,0.167,2.9,5.9,0.485,0.482,1.2,2.6,0.45,4,11.4,15.4,1.6,1.4,3.2,1.2,2.5,6.9,17.2,0.486,0.014,0.432,11.9,34.9,23.2,6.9,2,5.9,14.5,10.2,10.6,0.176,5.1,5.1,-1.362756242,6.944065366
9,0,Jason Kidd,2002,29,PG,1,NJN,31,1190,0.026,962325,80,49,8,4.5,37.4,6.4,15.6,0.414,1.6,4.6,0.341,4.9,10.9,0.445,0.465,4.2,5,0.841,1.4,4.9,6.3,8.9,2.2,0.3,3.7,1.6,18.7,22.2,0.526,0.297,0.324,4.2,15.1,9.6,42.2,3.1,0.6,17.2,25.9,11.3,0.182,6.7,6.9,4.407908555,2.851787284
10,0,Chris Webber,2002,29,PF,4,SAC,19,1190,0.016,906836,67,59,3,2,39.1,9.9,21.4,0.461,0.1,0.3,0.238,9.8,21.1,0.465,0.463,3.2,5.3,0.607,2.4,8.1,10.5,5.4,1.6,1.3,3.2,3,23,20.9,0.485,0.015,0.247,6.9,21.1,14.4,24.6,2,2.2,11.9,30.4,6.9,0.127,3.8,3.8,0.381012253,1.36983101
1,1,Kevin Garnett,2003,27,PF,4,MIN,1219,1230,0.991,1780918,82,58,2,6,39.4,9.8,19.6,0.499,0.1,0.5,0.256,9.7,19.1,0.506,0.502,4.5,5.7,0.791,3,10.9,13.9,5,1.5,2.2,2.6,2.5,24.2,29.4,0.547,0.027,0.289,9.1,30,20.1,24.4,2,4,10.5,29.6,18.3,0.272,9.8,9.9,4.39007551,4.456477305
2,0,Tim Duncan,2003,27,PF,4,SAS,716,1230,0.582,1681435,69,57,3,2,36.6,8.6,17.1,0.501,0,0.2,0.167,8.6,16.9,0.505,0.502,5.1,8.5,0.599,3.3,9.2,12.4,3.1,0.9,2.7,2.7,2.4,22.3,27.1,0.534,0.01,0.498,10.2,27.6,19,17.4,1.3,5.3,11.3,29.7,13.1,0.249,5.9,7.3,1.927665865,4.455760469
3,0,Jermaine O'Neal,2003,25,PF,4,IND,523,1230,0.425,1629054,78,61,1,7.5,35.7,7.8,17.9,0.434,0,0.2,0.111,7.8,17.7,0.438,0.435,4.5,5.9,0.757,2.5,7.5,10,2.1,0.8,2.6,2.3,3.2,20.1,21.1,0.489,0.013,0.329,8.1,25,16.5,12.3,1.2,5.5,10.1,30.2,9,0.155,2.7,1.8,-0.625865701,2.570107971
4,0,Peja Stojakovic,2003,26,SF,3,SAC,281,1230,0.228,456369,81,55,5,3,40.3,8.2,17.1,0.48,3,6.8,0.433,5.2,10.3,0.511,0.566,4.9,5.2,0.927,1.1,5.1,6.3,2.1,1.3,0.2,1.9,2,24.2,21.8,0.624,0.4,0.307,3.2,14.1,8.8,9.1,1.7,0.3,8.9,23.9,13.5,0.198,4.7,3.7,4.335474722,-1.079810328
5,0,Kobe Bryant,2003,25,SG,2,LAL,212,1230,0.172,1759717,65,56,4,1,37.6,7.9,18.1,0.438,1.1,3.3,0.327,6.8,14.8,0.463,0.468,7,8.2,0.852,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24,23.7,0.551,0.184,0.452,4.7,12,8.3,24.4,2.4,0.8,10.8,29.1,10.7,0.21,4.7,5.7,5.064588778,0.424176435
6,0,Shaquille O'Neal,2003,31,C,5,LAL,178,1230,0.145,1453286,67,56,4,1,36.8,8.3,14.1,0.584,0,0,0,8.3,14.1,0.584,0.584,4.9,10.1,0.49,3.7,7.8,11.5,2.9,0.5,2.5,2.9,3.4,21.5,24.4,0.578,0,0.713,11.1,24.4,17.7,14.8,0.7,5,13.5,26.3,9.9,0.192,4.6,5.4,2.683168453,1.943535145
7,0,Ben Wallace,2003,29,C,5,DET,24,1230,0.02,1982251,81,54,6,7.5,37.7,3.9,9.2,0.421,0,0.1,0.125,3.9,9.1,0.424,0.422,1.8,3.6,0.49,4,8.4,12.4,1.7,1.8,3,1.5,2,9.5,17.3,0.441,0.011,0.388,12.5,25.5,19.1,7.7,2.6,6.1,12.3,15.3,10.2,0.16,5.5,5.1,-1.467349251,7.340098458
8,0,Jason Kidd,2003,30,PG,1,NJN,17,1230,0.014,1126838,67,47,9,5,36.6,5.5,14.3,0.384,1.4,4.4,0.321,4.1,9.9,0.411,0.433,3.1,3.7,0.827,1.3,5.1,6.4,9.2,1.8,0.2,3.2,1.6,15.5,19.7,0.485,0.306,0.26,4.1,16.5,10.3,44.8,2.7,0.4,16.7,24.6,7.2,0.141,4.1,4.5,3.226156119,2.234984042
9,0,LeBron James,2003,19,SG,2,CLE,11,1230,0.009,768532,79,35,21,22,39.5,7.9,18.9,0.417,0.8,2.7,0.29,7.1,16.1,0.438,0.438,4.4,5.8,0.754,1.3,4.2,5.5,5.9,1.6,0.7,3.5,1.9,20.9,18.3,0.488,0.145,0.308,3.5,11.8,7.6,27.8,2.2,1.3,13.9,28.2,5.1,0.078,3.1,1.9,1.337109873,-0.298264024
1,1,Steve Nash,2004,30,PG,1,PHO,1066,1270,0.839,1148275,75,62,1,24.5,34.3,5.7,11.4,0.502,1.3,2.9,0.431,4.5,8.5,0.526,0.557,2.8,3.2,0.887,0.8,2.6,3.3,11.5,1,0.1,3.3,1.8,15.5,22,0.606,0.254,0.278,2.5,7.6,5.2,49.2,1.4,0.2,20.3,20.5,10.9,0.203,2.4,1.7,7.296740757,-1.541472378
2,0,Shaquille O'Neal,2004,32,C,5,MIA,1032,1270,0.813,2488089,73,59,2,11,34.1,9,15,0.601,0,0,0,9,15,0.601,0.601,4.8,10.5,0.461,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9,27,0.583,0,0.699,12.4,22.8,17.8,15.7,0.8,5,12.4,30.5,11,0.211,4.7,5.6,1.797942589,2.036536554
3,0,Dirk Nowitzki,2004,26,PF,4,DAL,349,1270,0.275,846912,78,58,4,8,38.7,8.5,18.5,0.459,1.2,2.9,0.399,7.3,15.6,0.47,0.49,7.9,9.1,0.869,1.2,8.5,9.7,3.1,1.2,1.5,2.3,2.8,26.1,26.1,0.578,0.158,0.49,3.6,24,14,14.3,1.7,2.9,9.1,28.7,15.6,0.248,5.9,5.7,3.821284414,1.815783906
4,0,Tim Duncan,2004,28,PF,4,SAS,328,1270,0.258,1812522,66,59,3,1,33.4,7.8,15.8,0.496,0,0.1,0.333,7.8,15.7,0.498,0.498,4.6,6.9,0.67,3.1,8,11.1,2.7,0.7,2.6,1.9,2.2,20.3,27,0.54,0.009,0.437,10.7,28.2,19.4,16.1,1.1,5.7,9.3,28.9,11.2,0.245,4.7,6.4,2.665027956,4.450822799
5,0,Allen Iverson,2004,29,PG,1,PHI,240,1270,0.189,1590400,75,43,16,13.5,42.3,10.3,24.2,0.424,1.4,4.5,0.308,8.9,19.7,0.451,0.453,8.7,10.5,0.835,0.7,3.3,4,7.9,2.4,0.1,4.6,1.9,30.7,23.2,0.532,0.186,0.432,1.8,8.9,5.3,37.6,2.9,0.2,13.7,35,9,0.136,5,4.3,2.771129165,-0.657938824
6,0,LeBron James,2004,20,SF,3,CLE,93,1270,0.073,1661204,80,42,18,15.5,42.4,9.9,21.1,0.472,1.4,3.9,0.351,8.6,17.2,0.499,0.504,6,8,0.75,1.4,6,7.4,7.2,2.2,0.7,3.3,1.8,27.2,25.7,0.554,0.183,0.378,3.8,17,10.2,32.9,2.8,1.1,11.8,29.7,14.3,0.203,8.8,8.3,5.094678357,1.423964185
7,0,Tracy McGrady,2004,25,SF,3,HOU,44,1270,0.035,1993687,78,51,7,9.5,40.8,9.2,21.3,0.431,1.8,5.6,0.326,7.3,15.7,0.468,0.473,5.5,7.1,0.774,0.9,5.3,6.2,5.7,1.7,0.7,2.6,2.1,25.7,22.9,0.526,0.262,0.336,2.7,14.8,8.9,28.6,2.3,1.3,9.5,31.2,12,0.18,7,6.8,4.677866136,1.711061072
8,0,Dwyane Wade,2004,23,SG,2,MIA,43,1270,0.034,1195888,77,59,2,11,38.6,8.2,17.1,0.478,0.2,0.6,0.289,8,16.5,0.485,0.483,7.5,9.9,0.762,1.4,3.7,5.2,6.8,1.6,1.1,4.2,3,24.1,23.1,0.561,0.034,0.578,4.5,10.8,7.8,31,2.2,2,16.3,30.9,11,0.177,4.8,4.4,3.664304847,0.296199457
9,0,Amar'e Stoudemire,2004,22,C,5,PHO,41,1270,0.032,640370,80,62,1,24.5,36.1,9.3,16.7,0.559,0,0.2,0.188,9.3,16.5,0.564,0.56,7.3,9.9,0.733,2.7,6.2,8.9,1.6,1,1.6,2.4,3.5,26,26.6,0.617,0.012,0.595,8.5,17.4,13.2,7.7,1.3,3,10.1,28.3,14.6,0.243,3.9,3.4,3.49240029,-0.606373345
9,0,Ray Allen,2004,29,SG,2,SEA,41,1270,0.032,920130,78,52,6,22,39.3,8.2,19.2,0.428,2.7,7.1,0.376,5.5,12,0.459,0.498,4.8,5.5,0.883,1,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9,20.9,0.555,0.372,0.286,3.2,10.7,6.9,18.1,1.5,0.1,9.2,28,10.7,0.168,4.4,3.7,6.128334103,-1.40147961
1,1,Steve Nash,2005,31,PG,1,PHO,924,1250,0.739,1818230,79,54,4,3,35.4,6.8,13.4,0.512,1.9,4.3,0.439,4.9,9,0.548,0.583,3.3,3.5,0.921,0.6,3.6,4.2,10.5,0.8,0.2,3.5,1.5,18.8,23.3,0.632,0.324,0.264,1.9,11.1,6.6,44.4,1.1,0.3,19,23.3,12.4,0.212,4,3.7,6.510774594,-1.036545506
2,0,LeBron James,2005,21,SF,3,CLE,688,1250,0.55,2207697,79,50,6,10.5,42.5,11.1,23.1,0.48,1.6,4.8,0.335,9.5,18.3,0.518,0.515,7.6,10.3,0.738,0.9,6.1,7,6.6,1.6,0.8,3.3,2.3,31.4,28.1,0.568,0.208,0.447,2.6,17.1,9.8,32.8,2,1.5,10.7,33.6,16.3,0.232,9.5,9.3,6.415884113,0.840637535
3,0,Dirk Nowitzki,2005,27,PF,4,DAL,544,1250,0.435,626083,81,60,3,6,38.1,9.3,19.3,0.48,1.4,3.3,0.406,7.9,16,0.496,0.515,6.7,7.4,0.901,1.4,7.6,9,2.8,0.7,1,1.9,2,26.6,28.1,0.589,0.173,0.382,4.6,23.4,14.2,14.7,1,2.1,7.9,30,17.7,0.275,6,5.7,5.932919341,0.370503941
4,0,Kobe Bryant,2005,27,SG,2,LAL,483,1250,0.386,2271631,80,45,10,14,41,12.2,27.2,0.45,2.3,6.5,0.347,10,20.7,0.482,0.491,8.7,10.2,0.85,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,28,0.559,0.238,0.377,2.6,12.7,7.6,24.1,2.4,0.7,9,38.7,15.3,0.224,6.5,5.8,6.696956311,-0.641639248
5,0,Chauncey Billups,2005,29,PG,1,DET,430,1250,0.344,717006,81,64,1,4,36.1,5.2,12.5,0.418,2.3,5.2,0.433,3,7.2,0.407,0.509,5.7,6.4,0.894,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2,18.5,23.4,0.602,0.42,0.514,1.6,8.7,5.1,39.3,1.3,0.2,12,22.9,15.5,0.254,4.9,4.7,6.536574306,-0.950099502
6,0,Dwyane Wade,2005,24,SG,2,MIA,87,1250,0.07,1499664,75,52,5,2,38.6,9.3,18.8,0.495,0.2,1,0.171,9.1,17.8,0.513,0.499,8.4,10.7,0.783,1.4,4.3,5.7,6.7,1.9,0.8,3.6,2.9,27.2,27.6,0.577,0.054,0.568,4.5,12.6,8.7,33,2.6,1.5,13.2,32.5,14.4,0.239,7,7.5,6.399514799,2.758030337
7,0,Elton Brand,2005,26,PF,4,LAC,50,1250,0.04,442056,79,47,9,22.5,39.2,9.6,18.2,0.527,0,0,0.333,9.6,18.1,0.527,0.527,5.6,7.2,0.775,3,7,10,2.6,1,2.5,2.2,2.9,24.7,26.5,0.58,0.002,0.396,9.3,19.9,14.8,13.1,1.4,4.9,9.3,27.7,14.8,0.229,6.5,6.3,3.522706776,1.706875113
8,0,Tim Duncan,2005,29,PF,4,SAS,33,1250,0.026,1518796,80,63,2,1,34.8,7.2,14.8,0.484,0,0.1,0.4,7.2,14.8,0.485,0.485,4.2,6.7,0.629,2.9,8.1,11,3.2,0.9,2,2.5,2.7,18.6,23.1,0.523,0.004,0.45,10.1,26.9,18.7,16.5,1.4,4.2,12.2,27.7,10.8,0.187,4.6,4.6,1.462849637,3.578942573
9,0,Tony Parker,2005,23,PG,1,SAS,9,1250,0.007,646739,80,63,2,1,33.9,7.8,14.2,0.548,0.1,0.5,0.306,7.7,13.8,0.556,0.553,3.2,4.5,0.707,0.5,2.8,3.3,5.8,1,0.1,3.1,2,18.9,20.8,0.584,0.032,0.315,1.7,9.5,5.7,32.2,1.7,0.1,16.1,27.1,9.6,0.169,3.1,2.6,2.31034643,0.281717336
1,1,Dirk Nowitzki,2006,28,PF,4,DAL,1138,1290,0.882,1276304,78,67,1,1,36.2,8.6,17.2,0.502,0.9,2.2,0.416,7.7,15,0.515,0.529,6.4,7.1,0.904,1.6,7.3,8.9,3.4,0.7,0.8,2.1,2.2,24.6,27.6,0.605,0.129,0.411,5.3,23.9,14.8,17.8,1,1.7,9.5,28.9,16.3,0.278,6.2,6.7,5.521601286,0.427274107
2,0,Steve Nash,2006,32,PG,1,PHO,1013,1290,0.785,1504826,76,61,2,3.5,35.3,6.8,12.8,0.532,2.1,4.5,0.455,4.8,8.3,0.575,0.613,2.9,3.3,0.899,0.4,3.1,3.5,11.6,0.8,0.1,3.8,1.5,18.6,23.8,0.654,0.353,0.254,1.4,9.9,5.8,50.1,1.1,0.2,21,22.9,12.6,0.225,3.9,3.8,7.520648513,-1.200076996
3,0,Kobe Bryant,2006,28,SG,2,LAL,521,1290,0.404,2138777,77,42,13,11.5,40.8,10.6,22.8,0.463,1.8,5.2,0.344,8.8,17.6,0.497,0.502,8.7,10,0.868,1,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6,26.1,0.58,0.227,0.437,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,13,0.199,5.3,4.7,5.814958023,-0.184769524
4,0,Tim Duncan,2006,30,C,5,SAS,286,1290,0.222,1436584,80,58,3,2,34.1,7.7,14.1,0.546,0,0.1,0.111,7.7,14,0.55,0.547,4.5,7.1,0.637,2.7,7.9,10.6,3.4,0.8,2.4,2.8,2.5,20,26.1,0.579,0.008,0.502,9.8,27,18.8,18.8,1.3,5.1,14,27.9,13,0.23,6.3,7.1,2.245433035,4.996011198
5,0,LeBron James,2006,22,SF,3,CLE,183,1290,0.142,2516049,78,50,7,6,40.9,9.9,20.8,0.476,1.3,4,0.319,8.6,16.8,0.513,0.507,6.3,9,0.698,1.1,5.7,6.7,6,1.6,0.7,3.2,2.2,27.3,24.5,0.552,0.191,0.432,3,16.6,9.6,29.1,2.1,1.3,11.5,31,13.7,0.206,7.6,7.4,4.632207144,2.641377662
6,0,Tracy McGrady,2006,27,SG,2,HOU,110,1290,0.085,1942746,71,52,5,9,35.8,9,20.8,0.431,1.8,5.4,0.331,7.2,15.5,0.466,0.474,4.9,6.9,0.707,0.8,4.5,5.3,6.5,1.3,0.5,3,1.9,24.6,23.2,0.515,0.257,0.33,2.6,14.5,8.6,37.5,1.9,1.1,11.2,35,8.6,0.163,5.2,6.2,3.603182883,0.280167673
7,0,Chris Bosh,2006,22,C,5,TOR,43,1290,0.033,1091263,69,47,9,22,38.5,7.9,15.9,0.496,0.2,0.5,0.343,7.7,15.3,0.501,0.502,6.7,8.6,0.785,2.7,8,10.7,2.5,0.6,1.3,2.6,2.4,22.6,22.6,0.577,0.032,0.539,8.1,24.8,16.4,11.7,0.8,2.6,11.7,26.7,9.6,0.174,3.1,2.6,0.951137244,0.376574556
8,0,Gilbert Arenas,2006,25,PG,1,WAS,31,1290,0.024,1454166,74,41,15,16,39.8,8.7,20.9,0.418,2.8,7.9,0.351,6,13,0.459,0.484,8.2,9.7,0.844,0.8,3.7,4.6,6,1.9,0.2,3.2,3.4,28.4,24,0.565,0.377,0.464,2.3,11.1,6.6,27.2,2.4,0.3,11.2,31.4,10.8,0.177,5.2,5,6.172511025,0.066437618
9,0,Carlos Boozer,2006,25,PF,4,UTA,7,1290,0.005,359882,74,51,6,18,34.6,8.7,15.6,0.561,0,0,0,8.7,15.6,0.561,0.561,3.4,5,0.685,3.2,8.5,11.7,3,0.9,0.3,2.6,2.9,20.9,24.1,0.588,0,0.322,11.2,29.9,20.6,16.6,1.4,0.7,12.8,26.5,9.9,0.185,4.3,4.6,2.992176813,0.312283746
9,0,Kevin Garnett,2006,30,PF,4,MIN,7,1290,0.005,1616575,76,32,24,22,39.4,8.4,17.6,0.476,0.2,0.7,0.214,8.2,16.9,0.487,0.48,5.5,6.6,0.835,2.4,10.4,12.8,4.1,1.2,1.7,2.7,2.4,22.4,24.1,0.546,0.042,0.371,7.5,30.8,19.5,19.5,1.6,3.2,11.6,27.4,10.7,0.171,5.2,5,2.169539081,3.643920186
1,1,Kobe Bryant,2007,29,SG,2,LAL,1100,1260,0.873,2004940,82,57,3,16,38.9,9.5,20.6,0.459,1.8,5.1,0.361,7.6,15.5,0.49,0.503,7.6,9,0.84,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3,24.2,0.576,0.246,0.439,3.4,14.1,9,23.9,2.4,0.9,11.3,31.4,13.8,0.208,6,5.4,6.051651061,1.153104666
2,0,Chris Paul,2007,22,PG,1,NOH,894,1260,0.71,563525,80,56,4,20,37.6,7.9,16.1,0.488,1.2,3.1,0.369,6.7,13,0.516,0.524,4.2,4.9,0.851,0.8,3.2,4,11.6,2.7,0.1,2.5,2.3,21.1,28.3,0.576,0.193,0.302,2.4,10.3,6.2,52.2,3.9,0.1,12.1,25.7,17.8,0.284,8.5,9.2,9.040851852,0.968720838
3,0,Kevin Garnett,2007,31,PF,4,BOS,670,1260,0.532,2399148,71,66,1,6,32.8,7.5,13.9,0.539,0,0.2,0,7.5,13.8,0.545,0.539,3.8,4.7,0.801,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3,18.8,25.3,0.588,0.011,0.339,7.3,25.1,16.8,19.9,2.3,3.1,10.8,25.5,12.9,0.265,5.5,7.4,2.859439639,4.955688263
4,0,LeBron James,2007,23,SF,3,CLE,438,1260,0.348,2108831,75,45,13,4,40.4,10.6,21.9,0.484,1.5,4.8,0.315,9.1,17.1,0.531,0.518,7.3,10.3,0.712,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,30,29.1,0.568,0.219,0.47,4.9,17.8,11.1,37.3,2.4,2.1,11.4,33.5,15.2,0.242,10.1,11.2,6.802467,1.626495475
5,0,Dwight Howard,2007,22,C,5,ORL,60,1260,0.048,2066991,82,52,9,17.5,37.7,7.1,11.9,0.599,0,0,0,7.1,11.8,0.601,0.599,6.5,10.9,0.59,3.4,10.8,14.2,1.3,0.9,2.1,3.2,3.3,20.7,22.9,0.619,0.004,0.921,10.9,31.6,21.7,6.1,1.2,4.2,16.1,24.2,12.9,0.2,3.3,2.2,0.627842058,2.163505364
6,0,Amar'e Stoudemire,2007,25,C,5,PHO,27,1260,0.021,998969,79,55,7,3,33.9,9,15.3,0.59,0.1,0.4,0.161,9,14.9,0.601,0.592,7,8.7,0.805,2.3,6.8,9.1,1.5,0.8,2.1,2.2,3.7,25.2,27.6,0.656,0.026,0.571,8.2,21.1,15.2,7.5,1.2,4,10.3,28.2,14.6,0.262,4,3.9,3.608419212,0.081288398
7,0,Tim Duncan,2007,31,C,5,SAS,25,1260,0.02,1712800,78,56,5,1.5,34,7.5,15.1,0.497,0,0.1,0,7.5,15.1,0.498,0.497,4.3,5.9,0.73,3,8.3,11.3,2.8,0.7,1.9,2.3,2.4,19.3,24.4,0.546,0.003,0.393,10.7,28.3,19.6,15.7,1.1,4.3,11.4,28.2,11.1,0.201,4.5,4.7,0.874232314,4.296832261
8,0,Tracy McGrady,2007,28,SG,2,HOU,19,1260,0.015,1192742,66,55,6,6,37,8.3,19.8,0.419,1.3,4.5,0.292,7,15.3,0.457,0.452,3.7,5.4,0.684,0.6,4.5,5.1,5.9,1,0.5,2.4,1.4,21.6,18.4,0.487,0.226,0.274,2,13.5,7.8,29.6,1.5,0.9,9.8,30.4,5.8,0.115,2.7,2.4,2.03438348,0.577414784
9,0,Steve Nash,2007,33,PG,1,PHO,18,1260,0.014,1174125,81,55,7,3,34.3,6,11.9,0.504,2.2,4.7,0.47,3.8,7.2,0.527,0.597,2.7,3,0.906,0.3,3.1,3.5,11.1,0.7,0.1,3.6,1.4,16.9,21.1,0.641,0.396,0.255,1.2,9.6,5.7,47.3,0.9,0.1,21.6,22,10.5,0.181,2.6,1.6,6.832862505,-1.622864537
10,0,Manu Ginobili,2007,30,SG,2,SAS,9,1260,0.007,541148,74,56,5,1.5,31.1,6.1,13.3,0.46,2.1,5.3,0.401,4,8,0.499,0.54,5.1,6,0.86,0.9,3.9,4.8,4.5,1.5,0.4,2.7,2.3,19.5,24.3,0.612,0.395,0.449,3.3,14.7,9.1,26.4,2.6,1.1,14.5,28.7,11.1,0.232,5.9,8.1,5.4005772,2.669572164
1,1,LeBron James,2008,24,SF,3,CLE,1172,1210,0.969,29840823,81,66,1,5,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3,1.7,28.4,31.7,0.591,0.238,0.472,4.3,19,11.9,38,2.4,2.4,11,33.8,20.3,0.318,11.6,13,9.334993762,3.245820847
2,0,Kobe Bryant,2008,30,SG,2,LAL,698,1210,0.577,2805397,82,65,2,1.5,36.1,9.8,20.9,0.467,1.4,4.1,0.351,8.3,16.8,0.496,0.502,5.9,6.9,0.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,24.4,0.561,0.196,0.329,3.5,12.8,8.2,23.8,2.1,1,9.7,32.2,12.7,0.206,4.9,4.5,5.905903594,0.790464766
3,0,Dwyane Wade,2008,27,SG,2,MIA,680,1210,0.562,2741413,79,43,14,15.5,38.6,10.8,22,0.491,1.1,3.5,0.317,9.7,18.5,0.524,0.516,7.5,9.8,0.765,1.1,3.9,5,7.5,2.2,1.3,3.4,2.3,30.2,30.4,0.574,0.16,0.443,3.5,12.2,7.8,40.3,3,2.8,11.6,36.2,14.7,0.232,9.7,10.7,7.081242324,2.31074139
4,0,Dwight Howard,2008,23,C,5,ORL,328,1210,0.271,3150181,79,59,4,10.5,35.7,7.1,12.4,0.572,0,0,0,7.1,12.4,0.573,0.572,6.4,10.7,0.594,4.3,9.6,13.8,1.4,1,2.9,3,3.4,20.6,25.4,0.6,0.002,0.867,13.8,29.5,21.8,7.3,1.4,5.9,15.1,26.1,13.8,0.234,4.6,4.4,0.725677494,4.375458232
5,0,Chris Paul,2008,23,PG,1,NOH,192,1210,0.159,2134798,78,49,10,5,38.5,8.1,16.1,0.503,0.8,2.3,0.364,7.3,13.8,0.525,0.528,5.8,6.7,0.868,0.9,4.7,5.5,11,2.8,0.1,3,2.7,22.8,30,0.599,0.14,0.418,2.8,14.6,8.7,54.5,3.9,0.3,13.5,27.5,18.3,0.292,10,11.2,8.195174738,3.653223158
6,0,Chauncey Billups,2008,32,PG,1,DEN,33,1210,0.027,0,79,55,5,17,35.3,5.2,12.4,0.418,2.1,5,0.408,3.1,7.4,0.425,0.501,5.3,5.8,0.913,0.4,2.6,3,6.4,1.2,0.2,2.2,2,17.7,18.8,0.592,0.405,0.467,1.4,8.4,5,28.9,1.7,0.5,13,21.7,10.1,0.174,3.2,2.5,5.092921311,-1.640615163
7,0,Paul Pierce,2008,31,SF,3,BOS,21,1210,0.017,1238763,81,62,3,1.5,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5,5.6,3.6,1,0.3,2.8,2.7,20.5,17.7,0.582,0.257,0.468,2.4,15.4,9.2,16.3,1.4,0.7,13.8,25.4,10.3,0.164,3.4,2.5,1.7849531,0.733777652
8,0,Tony Parker,2008,26,PG,1,SAS,9,1210,0.007,1084361,72,54,7,3,34.1,8.9,17.5,0.506,0.3,0.9,0.292,8.6,16.6,0.518,0.513,3.9,5,0.782,0.4,2.7,3.1,6.9,0.9,0.1,2.6,1.5,22,23.4,0.556,0.051,0.287,1.3,9.4,5.4,40.1,1.5,0.1,11.6,31.7,8.6,0.168,3.2,3.1,3.587363227,-0.02816499
9,0,Brandon Roy,2008,24,SG,2,POR,7,1210,0.006,468688,78,54,6,13.5,37.2,8.1,16.9,0.48,1.1,2.8,0.377,7.1,14.1,0.501,0.512,5.3,6.5,0.824,1.3,3.4,4.7,5.1,1.1,0.3,1.9,1.6,22.6,24,0.573,0.167,0.383,4.4,11.6,7.9,25.4,1.7,0.6,9,27.4,13.5,0.223,5.7,5.8,5.839495873,0.395293004
10,0,Dirk Nowitzki,2008,30,PF,4,DAL,3,1210,0.002,1107926,81,50,9,10.5,37.7,9.6,20,0.479,0.8,2.1,0.359,8.8,17.9,0.493,0.498,6,6.7,0.89,1.1,7.3,8.4,2.4,0.8,0.8,1.9,2.2,25.9,23.1,0.564,0.105,0.337,3.3,22.1,12.8,12.1,1,1.5,7.8,30.3,10.9,0.171,2.4,1.2,2.188568477,-0.143934597
